count,cpu_usage,memory_usage,signal
6223,10,54,yes
6224,96,78,yes
6225,41,70,yes
6226,71,44,yes
6227,50,67,yes
6228,72,25,yes
6229,76,97,yes
6230,96,25,yes
6231,43,81,yes
6232,80,64,yes
6233,7,8,no
6234,80,12,yes
6235,86,39,yes
6236,38,47,yes
6237,94,38,yes
6238,85,79,yes
6239,69,30,yes
6240,30,87,yes
6241,75,92,yes
6242,59,3,yes
6243,46,20,yes
6244,97,10,yes
6245,96,8,yes
6246,62,92,yes
6247,2,38,yes
6248,52,70,yes
6249,52,26,yes
6250,32,92,yes
6251,15,63,yes
6252,91,25,yes
6253,75,67,yes
6254,34,50,yes
6255,66,29,yes
6256,78,2,yes
6257,1,16,yes
6258,55,69,yes
6259,45,92,yes
6260,16,55,yes
6261,82,88,yes
6262,40,47,yes
6263,23,14,yes
6264,9,15,yes
6265,88,81,yes
6266,4,10,no
6267,15,71,yes
6268,38,4,yes
6269,32,95,yes
6270,29,86,yes
6271,25,68,yes
6272,57,18,yes
6273,52,80,yes
6274,68,39,yes
6275,66,41,yes
6276,83,70,yes
6277,78,48,yes
6278,5,17,yes
6279,45,4,yes
6280,28,79,yes
6281,44,36,yes
6282,95,81,yes
6283,75,96,yes
6284,16,48,yes
6285,73,74,yes
6286,16,61,yes
6287,98,64,yes
6288,18,74,yes
6289,11,78,yes
6290,73,61,yes
6291,96,79,yes
6292,49,58,yes
6293,48,43,yes
6294,40,21,yes
6295,19,4,yes
6296,30,41,yes
6297,56,71,yes
6298,2,62,yes
6299,45,17,yes
6300,20,66,yes
6301,54,93,yes
6302,43,22,yes
6303,29,45,yes
6304,13,76,yes
6305,75,74,yes
6306,75,67,yes
6307,63,30,yes
6308,55,88,yes
6309,87,95,yes
6310,32,82,yes
6311,25,49,yes
6312,62,6,yes
6313,8,62,yes
6314,19,30,yes
6315,13,74,yes
6316,45,34,yes
6317,74,4,yes
6318,19,47,yes
6319,82,80,yes
6320,58,77,yes
6321,66,89,yes
6322,53,86,yes
6323,23,73,yes
6324,73,31,yes
6325,43,39,yes
6326,52,48,yes
6327,13,69,yes
6328,81,63,yes
6329,91,6,yes
6330,63,58,yes
6331,98,7,yes
6332,92,22,yes
6333,88,88,yes
6334,96,77,yes
6335,80,98,yes
6336,10,35,yes
6337,31,10,yes
6338,3,81,yes
6339,86,60,yes
6340,40,12,yes
6341,1,71,yes
6342,3,45,yes
6343,75,16,yes
6344,2,93,yes
6345,68,58,yes
6346,39,65,yes
6347,73,9,yes
6348,49,26,yes
6349,54,29,yes
6350,14,61,yes
6351,24,41,yes
6352,50,1,yes
6353,24,92,yes
6354,17,18,yes
6355,88,66,yes
6356,77,99,yes
6357,67,62,yes
6358,96,17,yes
6359,9,74,yes
6360,59,96,yes
6361,69,71,yes
6362,11,72,yes
6363,79,78,yes
6364,35,98,yes
6365,79,35,yes
6366,92,99,yes
6367,7,99,yes
6368,65,31,yes
6369,30,4,yes
6370,42,78,yes
6371,73,71,yes
6372,86,42,yes
6373,46,84,yes
6374,30,89,yes
6375,23,20,yes
6376,18,48,yes
6377,9,64,yes
6378,8,35,yes
6379,5,24,yes
6380,35,78,yes
6381,33,97,yes
6382,57,4,yes
6383,35,56,yes
6384,100,56,yes
6385,16,7,yes
6386,1,48,yes
6387,45,14,yes
6388,97,78,yes
6389,15,94,yes
6390,90,21,yes
6391,86,76,yes
6392,95,69,yes
6393,14,50,yes
6394,49,98,yes
6395,47,72,yes
6396,44,15,yes
6397,27,10,yes
6398,25,47,yes
6399,73,12,yes
6400,98,67,yes
6401,36,82,yes
6402,40,87,yes
6403,93,36,yes
6404,19,76,yes
6405,33,59,yes
6406,60,79,yes
6407,25,62,yes
6408,5,4,no
6409,16,38,yes
6410,17,37,yes
6411,95,96,yes
6412,4,63,yes
6413,70,18,yes
6414,45,27,yes
6415,12,6,yes
6416,43,86,yes
6417,28,6,yes
6418,85,14,yes
6419,66,5,yes
6420,16,27,yes
6421,44,94,yes
6422,84,12,yes
6423,67,99,yes
6424,11,41,yes
6425,88,98,yes
6426,45,67,yes
6427,75,32,yes
6428,54,9,yes
6429,67,77,yes
6430,99,44,yes
6431,86,68,yes
6432,17,70,yes
6433,89,95,yes
6434,4,16,yes
6435,37,61,yes
6436,59,26,yes
6437,41,10,yes
6438,10,98,yes
6439,66,71,yes
6440,42,56,yes
6441,73,44,yes
6442,17,74,yes
6443,42,81,yes
6444,59,2,yes
6445,98,75,yes
6446,62,10,yes
6447,93,95,yes
6448,24,22,yes
6449,20,77,yes
6450,83,100,yes
6451,66,37,yes
6452,64,44,yes
6453,95,63,yes
6454,92,7,yes
6455,88,23,yes
6456,35,70,yes
6457,49,18,yes
6458,51,88,yes
6459,85,76,yes
6460,80,31,yes
6461,85,66,yes
6462,17,23,yes
6463,51,97,yes
6464,41,43,yes
6465,27,68,yes
6466,29,69,yes
6467,39,55,yes
6468,58,69,yes
6469,50,49,yes
6470,98,89,yes
6471,5,48,yes
6472,13,56,yes
6473,69,61,yes
6474,28,7,yes
6475,78,46,yes
6476,30,11,yes
6477,30,56,yes
6478,66,26,yes
6479,5,57,yes
6480,34,100,yes
6481,62,67,yes
6482,41,17,yes
6483,59,22,yes
6484,18,47,yes
6485,90,95,yes
6486,1,3,no
6487,6,2,no
6488,38,23,yes
6489,16,95,yes
6490,45,8,yes
6491,10,77,yes
6492,15,28,yes
6493,52,96,yes
6494,57,92,yes
6495,95,18,yes
6496,20,5,yes
6497,36,45,yes
6498,8,69,yes
6499,32,86,yes
6500,85,68,yes
6501,2,71,yes
6502,53,29,yes
6503,57,32,yes
6504,89,28,yes
6505,7,56,yes
6506,75,64,yes
6507,47,100,yes
6508,20,42,yes
6509,67,73,yes
6510,2,64,yes
6511,75,78,yes
6512,30,85,yes
6513,100,28,yes
6514,17,47,yes
6515,71,75,yes
6516,95,15,yes
6517,78,51,yes
6518,26,65,yes
6519,97,22,yes
6520,58,72,yes
6521,91,68,yes
6522,5,71,yes
6523,27,47,yes
6524,66,97,yes
6525,77,99,yes
6526,68,80,yes
6527,58,28,yes
6528,39,92,yes
6529,17,5,yes
6530,74,13,yes
6531,91,78,yes
6532,71,4,yes
6533,90,26,yes
6534,57,25,yes
6535,12,84,yes
6536,65,27,yes
6537,31,62,yes
6538,30,52,yes
6539,29,2,yes
6540,30,48,yes
6541,51,97,yes
6542,42,8,yes
6543,72,62,yes
6544,77,17,yes
6545,72,72,yes
6546,46,18,yes
6547,24,43,yes
6548,21,95,yes
6549,40,88,yes
6550,19,31,yes
6551,65,3,yes
6552,9,47,yes
6553,60,79,yes
6554,74,17,yes
6555,37,21,yes
6556,50,73,yes
6557,8,2,no
6558,100,20,yes
6559,67,89,yes
6560,26,99,yes
6561,71,49,yes
6562,66,42,yes
6563,29,100,yes
6564,23,33,yes
6565,37,39,yes
6566,15,44,yes
6567,57,75,yes
6568,10,59,yes
6569,29,77,yes
6570,55,9,yes
6571,30,18,yes
6572,91,74,yes
6573,27,72,yes
6574,92,1,yes
6575,1,91,yes
6576,40,12,yes
6577,50,44,yes
6578,88,72,yes
6579,39,57,yes
6580,81,88,yes
6581,10,87,yes
6582,23,80,yes
6583,100,11,yes
6584,61,48,yes
6585,57,91,yes
6586,14,24,yes
6587,16,90,yes
6588,52,82,yes
6589,41,70,yes
6590,71,60,yes
6591,11,5,yes
6592,91,16,yes
6593,81,87,yes
6594,62,58,yes
6595,18,72,yes
6596,40,92,yes
6597,47,18,yes
6598,76,37,yes
6599,23,81,yes
6600,45,17,yes
6601,53,20,yes
6602,28,86,yes
6603,3,99,yes
6604,44,86,yes
6605,44,59,yes
6606,71,26,yes
6607,8,56,yes
6608,68,98,yes
6609,7,65,yes
6610,54,32,yes
6611,75,43,yes
6612,15,2,yes
6613,12,90,yes
6614,76,51,yes
6615,92,95,yes
6616,24,26,yes
6617,39,3,yes
6618,3,56,yes
6619,1,67,yes
6620,62,93,yes
6621,88,13,yes
6622,23,10,yes
6623,7,54,yes
6624,42,34,yes
6625,36,14,yes
6626,66,43,yes
6627,63,64,yes
6628,43,1,yes
6629,97,94,yes
6630,90,42,yes
6631,22,83,yes
6632,41,42,yes
6633,3,46,yes
6634,78,38,yes
6635,30,42,yes
6636,50,80,yes
6637,20,4,yes
6638,72,18,yes
6639,25,7,yes
6640,82,21,yes
6641,79,48,yes
6642,57,46,yes
6643,30,46,yes
6644,82,7,yes
6645,7,99,yes
6646,36,34,yes
6647,69,26,yes
6648,10,42,yes
6649,20,3,yes
6650,50,46,yes
6651,26,89,yes
6652,5,19,yes
6653,37,19,yes
6654,78,86,yes
6655,23,96,yes
6656,93,59,yes
6657,48,32,yes
6658,69,46,yes
6659,19,41,yes
6660,48,20,yes
6661,53,79,yes
6662,90,45,yes
6663,1,64,yes
6664,27,30,yes
6665,23,48,yes
6666,44,30,yes
6667,94,22,yes
6668,54,62,yes
6669,76,32,yes
6670,35,86,yes
6671,77,64,yes
6672,86,13,yes
6673,83,67,yes
6674,5,67,yes
6675,23,98,yes
6676,64,22,yes
6677,19,64,yes
6678,67,84,yes
6679,63,12,yes
6680,57,86,yes
6681,31,70,yes
6682,38,24,yes
6683,33,28,yes
6684,49,60,yes
6685,37,89,yes
6686,19,59,yes
6687,1,50,yes
6688,21,65,yes
6689,11,19,yes
6690,87,62,yes
6691,30,51,yes
6692,27,67,yes
6693,69,74,yes
6694,61,15,yes
6695,36,97,yes
6696,73,85,yes
6697,54,49,yes
6698,25,17,yes
6699,47,33,yes
6700,24,54,yes
6701,39,67,yes
6702,87,6,yes
6703,19,45,yes
6704,27,29,yes
6705,88,98,yes
6706,16,62,yes
6707,72,47,yes
6708,77,10,yes
6709,17,59,yes
6710,42,59,yes
6711,19,3,yes
6712,8,81,yes
6713,96,94,yes
6714,45,53,yes
6715,26,83,yes
6716,30,56,yes
6717,92,94,yes
6718,87,59,yes
6719,46,6,yes
6720,25,21,yes
6721,100,38,yes
6722,59,73,yes
6723,1,64,yes
6724,83,59,yes
6725,38,47,yes
6726,33,54,yes
6727,75,40,yes
6728,26,79,yes
6729,11,44,yes
6730,79,59,yes
6731,27,10,yes
6732,79,92,yes
6733,96,57,yes
6734,54,84,yes
6735,99,69,yes
6736,36,58,yes
6737,97,14,yes
6738,7,16,yes
6739,62,65,yes
6740,62,78,yes
6741,81,31,yes
6742,97,84,yes
6743,88,7,yes
6744,86,67,yes
6745,48,50,yes
6746,80,70,yes
6747,58,70,yes
6748,58,24,yes
6749,96,77,yes
6750,64,75,yes
6751,18,32,yes
6752,20,42,yes
6753,78,35,yes
6754,65,16,yes
6755,74,24,yes
6756,11,41,yes
6757,16,71,yes
6758,1,61,yes
6759,98,55,yes
6760,79,70,yes
6761,85,47,yes
6762,87,87,yes
6763,42,72,yes
6764,98,58,yes
6765,63,19,yes
6766,9,17,yes
6767,56,80,yes
6768,92,71,yes
6769,78,23,yes
6770,28,81,yes
6771,82,37,yes
6772,58,51,yes
6773,33,55,yes
6774,64,46,yes
6775,74,18,yes
6776,29,63,yes
6777,60,38,yes
6778,66,26,yes
6779,90,96,yes
6780,24,92,yes
6781,69,36,yes
6782,30,76,yes
6783,70,42,yes
6784,47,94,yes
6785,47,7,yes
6786,60,74,yes
6787,37,73,yes
6788,24,45,yes
6789,67,28,yes
6790,89,14,yes
6791,23,85,yes
6792,41,61,yes
6793,10,30,yes
6794,32,47,yes
6795,23,6,yes
6796,81,70,yes
6797,17,35,yes
6798,15,78,yes
6799,93,29,yes
6800,78,92,yes
6801,75,8,yes
6802,65,18,yes
6803,78,10,yes
6804,29,30,yes
6805,11,32,yes
6806,21,69,yes
6807,82,28,yes
6808,20,99,yes
6809,73,50,yes
6810,69,79,yes
6811,38,50,yes
6812,9,33,yes
6813,72,16,yes
6814,74,100,yes
6815,60,20,yes
6816,66,69,yes
6817,43,33,yes
6818,40,15,yes
6819,86,99,yes
6820,49,80,yes
6821,14,52,yes
6822,72,86,yes
6823,39,89,yes
6824,3,31,yes
6825,99,76,yes
6826,99,80,yes
6827,26,99,yes
6828,56,50,yes
6829,42,2,yes
6830,88,77,yes
6831,59,57,yes
6832,14,29,yes
6833,81,44,yes
6834,74,85,yes
6835,28,22,yes
6836,33,31,yes
6837,32,48,yes
6838,92,66,yes
6839,9,54,yes
6840,90,53,yes
6841,75,93,yes
6842,77,32,yes
6843,68,64,yes
6844,80,38,yes
6845,68,18,yes
6846,9,5,no
6847,59,76,yes
6848,97,23,yes
6849,21,47,yes
6850,68,98,yes
6851,3,73,yes
6852,27,80,yes
6853,2,55,yes
6854,64,21,yes
6855,88,7,yes
6856,42,27,yes
6857,31,69,yes
6858,60,91,yes
6859,46,31,yes
6860,55,46,yes
6861,86,47,yes
6862,33,30,yes
6863,95,1,yes
6864,90,16,yes
6865,1,57,yes
6866,33,30,yes
6867,61,53,yes
6868,92,71,yes
6869,50,48,yes
6870,82,43,yes
6871,66,93,yes
6872,97,2,yes
6873,75,58,yes
6874,49,65,yes
6875,57,83,yes
6876,23,76,yes
6877,14,59,yes
6878,52,13,yes
6879,80,75,yes
6880,93,49,yes
6881,23,4,yes
6882,83,10,yes
6883,95,86,yes
6884,34,18,yes
6885,80,74,yes
6886,25,57,yes
6887,84,81,yes
6888,21,45,yes
6889,92,66,yes
6890,12,46,yes
6891,71,72,yes
6892,65,77,yes
6893,36,3,yes
6894,51,36,yes
6895,29,94,yes
6896,32,24,yes
6897,4,4,no
6898,100,79,yes
6899,33,54,yes
6900,97,35,yes
6901,99,67,yes
6902,31,35,yes
6903,93,24,yes
6904,59,37,yes
6905,71,52,yes
6906,59,72,yes
6907,99,56,yes
6908,73,6,yes
6909,17,15,yes
6910,50,9,yes
6911,55,2,yes
6912,68,83,yes
6913,14,75,yes
6914,33,20,yes
6915,85,81,yes
6916,48,68,yes
6917,15,13,yes
6918,59,89,yes
6919,56,46,yes
6920,1,1,no
6921,84,30,yes
6922,55,60,yes
6923,68,17,yes
6924,84,57,yes
6925,75,65,yes
6926,67,56,yes
6927,46,18,yes
6928,83,79,yes
6929,61,66,yes
6930,36,55,yes
6931,26,65,yes
6932,47,95,yes
6933,53,38,yes
6934,79,50,yes
6935,60,60,yes
6936,40,45,yes
6937,92,37,yes
6938,32,40,yes
6939,77,6,yes
6940,33,29,yes
6941,55,28,yes
6942,82,39,yes
6943,7,99,yes
6944,61,55,yes
6945,70,93,yes
6946,37,34,yes
6947,96,47,yes
6948,99,70,yes
6949,40,7,yes
6950,69,73,yes
6951,18,60,yes
6952,97,36,yes
6953,58,94,yes
6954,76,59,yes
6955,13,56,yes
6956,76,86,yes
6957,12,26,yes
6958,59,42,yes
6959,41,3,yes
6960,90,8,yes
6961,44,19,yes
6962,11,95,yes
6963,6,7,no
6964,31,22,yes
6965,45,55,yes
6966,17,22,yes
6967,59,37,yes
6968,87,77,yes
6969,42,95,yes
6970,78,77,yes
6971,6,63,yes
6972,55,20,yes
6973,37,94,yes
6974,73,36,yes
6975,28,60,yes
6976,40,56,yes
6977,4,39,yes
6978,29,68,yes
6979,77,15,yes
6980,39,43,yes
6981,28,13,yes
6982,36,66,yes
6983,85,67,yes
6984,67,51,yes
6985,81,67,yes
6986,55,59,yes
6987,10,80,yes
6988,6,84,yes
6989,22,67,yes
6990,75,62,yes
6991,77,6,yes
6992,20,49,yes
6993,93,68,yes
6994,45,71,yes
6995,7,96,yes
6996,49,28,yes
6997,95,79,yes
6998,23,67,yes
6999,77,89,yes
7000,63,16,yes
7001,25,81,yes
7002,100,57,yes
7003,11,4,yes
7004,39,15,yes
7005,49,41,yes
7006,37,31,yes
7007,85,25,yes
7008,83,34,yes
7009,31,9,yes
7010,38,76,yes
7011,79,53,yes
7012,7,16,yes
7013,28,87,yes
7014,75,25,yes
7015,33,51,yes
7016,51,58,yes
7017,14,31,yes
7018,49,94,yes
7019,93,57,yes
7020,63,84,yes
7021,92,64,yes
7022,77,80,yes
7023,90,73,yes
7024,100,75,yes
7025,97,37,yes
7026,85,66,yes
7027,6,66,yes
7028,61,5,yes
7029,16,51,yes
7030,95,75,yes
7031,75,53,yes
7032,64,15,yes
7033,51,45,yes
7034,48,35,yes
7035,23,80,yes
7036,67,84,yes
7037,6,56,yes
7038,49,90,yes
7039,49,14,yes
7040,93,97,yes
7041,89,22,yes
7042,24,94,yes
7043,85,39,yes
7044,83,29,yes
7045,8,64,yes
7046,59,20,yes
7047,5,69,yes
7048,18,75,yes
7049,55,64,yes
7050,66,10,yes
7051,43,19,yes
7052,26,69,yes
7053,92,28,yes
7054,7,41,yes
7055,71,11,yes
7056,78,69,yes
7057,86,10,yes
7058,89,20,yes
7059,58,71,yes
7060,16,96,yes
7061,96,45,yes
7062,37,25,yes
7063,70,68,yes
7064,32,76,yes
7065,53,2,yes
7066,97,45,yes
7067,98,1,yes
7068,59,39,yes
7069,44,20,yes
7070,48,96,yes
7071,16,39,yes
7072,57,2,yes
7073,38,53,yes
7074,41,12,yes
7075,60,75,yes
7076,69,3,yes
7077,93,84,yes
7078,7,80,yes
7079,44,28,yes
7080,16,47,yes
7081,37,10,yes
7082,19,28,yes
7083,38,5,yes
7084,16,3,yes
7085,54,21,yes
7086,45,63,yes
7087,99,83,yes
7088,22,89,yes
7089,97,73,yes
7090,73,53,yes
7091,39,38,yes
7092,23,89,yes
7093,26,1,yes
7094,3,55,yes
7095,18,76,yes
7096,60,84,yes
7097,8,90,yes
7098,37,21,yes
7099,73,99,yes
7100,35,7,yes
7101,66,32,yes
7102,10,28,yes
7103,30,83,yes
7104,68,49,yes
7105,76,89,yes
7106,98,65,yes
7107,34,64,yes
7108,84,27,yes
7109,1,45,yes
7110,84,81,yes
7111,45,25,yes
7112,65,75,yes
7113,49,87,yes
7114,29,89,yes
7115,70,50,yes
7116,36,50,yes
7117,53,31,yes
7118,86,28,yes
7119,67,89,yes
7120,97,59,yes
7121,63,63,yes
7122,65,45,yes
7123,74,34,yes
7124,61,52,yes
7125,77,41,yes
7126,67,32,yes
7127,70,51,yes
7128,39,78,yes
7129,65,60,yes
7130,89,27,yes
7131,89,5,yes
7132,6,52,yes
7133,1,6,no
7134,47,17,yes
7135,90,55,yes
7136,26,55,yes
7137,60,48,yes
7138,21,41,yes
7139,31,88,yes
7140,12,100,yes
7141,94,62,yes
7142,23,30,yes
7143,23,86,yes
7144,86,25,yes
7145,41,68,yes
7146,39,76,yes
7147,9,81,yes
7148,94,87,yes
7149,77,95,yes
7150,17,49,yes
7151,58,8,yes
7152,41,80,yes
7153,39,31,yes
7154,86,69,yes
7155,79,72,yes
7156,66,1,yes
7157,15,4,yes
7158,77,16,yes
7159,92,19,yes
7160,31,88,yes
7161,91,29,yes
7162,10,50,yes
7163,45,67,yes
7164,69,57,yes
7165,47,19,yes
7166,14,8,yes
7167,45,80,yes
7168,15,32,yes
7169,54,73,yes
7170,71,12,yes
7171,41,58,yes
7172,93,83,yes
7173,35,100,yes
7174,91,67,yes
7175,16,82,yes
7176,5,96,yes
7177,49,42,yes
7178,35,87,yes
7179,3,35,yes
7180,44,32,yes
7181,75,69,yes
7182,36,15,yes
7183,89,95,yes
7184,22,12,yes
7185,100,41,yes
7186,30,25,yes
7187,62,58,yes
7188,17,54,yes
7189,67,29,yes
7190,19,45,yes
7191,17,83,yes
7192,21,21,yes
7193,94,26,yes
7194,65,78,yes
7195,63,69,yes
7196,81,59,yes
7197,32,7,yes
7198,47,76,yes
7199,3,62,yes
7200,78,22,yes
7201,40,41,yes
7202,94,64,yes
7203,82,45,yes
7204,32,40,yes
7205,23,50,yes
7206,65,21,yes
7207,76,16,yes
7208,87,8,yes
7209,77,76,yes
7210,85,24,yes
7211,8,60,yes
7212,22,62,yes
7213,27,41,yes
7214,23,100,yes
7215,15,96,yes
7216,8,84,yes
7217,89,85,yes
7218,25,92,yes
7219,30,5,yes
7220,41,40,yes
7221,31,89,yes
7222,34,28,yes
7223,97,84,yes
7224,9,74,yes
7225,25,66,yes
7226,78,68,yes
7227,87,39,yes
7228,44,4,yes
7229,97,63,yes
7230,79,56,yes
7231,26,70,yes
7232,15,32,yes
7233,51,82,yes
7234,67,95,yes
7235,95,30,yes
7236,76,80,yes
7237,49,85,yes
7238,95,69,yes
7239,5,20,yes
7240,70,75,yes
7241,54,4,yes
7242,46,56,yes
7243,76,73,yes
7244,70,88,yes
7245,35,85,yes
7246,8,95,yes
7247,46,52,yes
7248,82,20,yes
7249,69,83,yes
7250,57,13,yes
7251,49,1,yes
7252,5,4,no
7253,8,49,yes
7254,66,62,yes
7255,25,71,yes
7256,41,11,yes
7257,33,24,yes
7258,2,91,yes
7259,61,7,yes
7260,82,43,yes
7261,53,57,yes
7262,67,53,yes
7263,27,96,yes
7264,75,91,yes
7265,96,52,yes
7266,16,92,yes
7267,67,99,yes
7268,10,73,yes
7269,50,100,yes
7270,41,16,yes
7271,99,27,yes
7272,75,26,yes
7273,73,26,yes
7274,20,65,yes
7275,73,35,yes
7276,56,47,yes
7277,73,90,yes
7278,90,91,yes
7279,14,5,yes
7280,72,54,yes
7281,75,83,yes
7282,25,67,yes
7283,77,67,yes
7284,95,8,yes
7285,47,73,yes
7286,76,38,yes
7287,51,6,yes
7288,40,6,yes
7289,87,53,yes
7290,52,74,yes
7291,11,85,yes
7292,13,70,yes
7293,41,45,yes
7294,48,64,yes
7295,30,69,yes
7296,68,86,yes
7297,9,59,yes
7298,5,22,yes
7299,92,61,yes
7300,35,11,yes
7301,22,8,yes
7302,87,22,yes
7303,100,25,yes
7304,11,82,yes
7305,47,7,yes
7306,24,56,yes
7307,10,93,yes
7308,22,37,yes
7309,1,56,yes
7310,36,38,yes
7311,28,85,yes
7312,40,81,yes
7313,11,57,yes
7314,84,96,yes
7315,7,41,yes
7316,94,72,yes
7317,56,66,yes
7318,18,5,yes
7319,43,62,yes
7320,38,97,yes
7321,87,33,yes
7322,30,54,yes
7323,18,61,yes
7324,73,66,yes
7325,88,74,yes
7326,90,80,yes
7327,16,50,yes
7328,96,80,yes
7329,2,7,no
7330,69,64,yes
7331,7,25,yes
7332,9,5,no
7333,78,7,yes
7334,98,60,yes
7335,53,30,yes
7336,11,83,yes
7337,56,88,yes
7338,16,73,yes
7339,76,18,yes
7340,71,82,yes
7341,58,63,yes
7342,13,60,yes
7343,87,92,yes
7344,44,10,yes
7345,20,39,yes
7346,98,88,yes
7347,100,26,yes
7348,45,39,yes
7349,28,34,yes
7350,2,41,yes
7351,38,39,yes
7352,46,91,yes
7353,34,35,yes
7354,75,93,yes
7355,7,31,yes
7356,19,37,yes
7357,52,21,yes
7358,32,8,yes
7359,21,56,yes
7360,11,82,yes
7361,47,29,yes
7362,99,71,yes
7363,15,33,yes
7364,69,93,yes
7365,16,93,yes
7366,54,26,yes
7367,16,15,yes
7368,55,59,yes
7369,49,17,yes
7370,43,5,yes
7371,27,15,yes
7372,60,46,yes
7373,74,1,yes
7374,44,55,yes
7375,22,9,yes
7376,39,82,yes
7377,28,59,yes
7378,43,66,yes
7379,10,24,yes
7380,73,41,yes
7381,10,15,yes
7382,43,47,yes
7383,40,96,yes
7384,26,11,yes
7385,10,17,yes
7386,65,56,yes
7387,66,39,yes
7388,97,38,yes
7389,29,80,yes
7390,94,77,yes
7391,67,76,yes
7392,32,65,yes
7393,73,27,yes
7394,41,14,yes
7395,100,85,yes
7396,69,7,yes
7397,75,17,yes
7398,92,19,yes
7399,73,86,yes
7400,100,46,yes
7401,77,48,yes
7402,60,54,yes
7403,49,67,yes
7404,53,15,yes
7405,44,94,yes
7406,76,72,yes
7407,56,71,yes
7408,98,15,yes
7409,52,46,yes
7410,14,82,yes
7411,3,16,yes
7412,45,11,yes
7413,54,76,yes
7414,75,53,yes
7415,62,37,yes
7416,12,52,yes
7417,40,28,yes
7418,75,89,yes
7419,93,5,yes
7420,58,89,yes
7421,21,59,yes
7422,56,44,yes
7423,85,96,yes
7424,74,37,yes
7425,36,77,yes
7426,19,1,yes
7427,18,27,yes
7428,46,53,yes
7429,13,86,yes
7430,90,65,yes
7431,43,96,yes
7432,20,1,yes
7433,35,78,yes
7434,38,38,yes
7435,71,75,yes
7436,35,8,yes
7437,72,17,yes
7438,64,57,yes
7439,27,4,yes
7440,71,13,yes
7441,75,61,yes
7442,48,80,yes
7443,90,7,yes
7444,34,37,yes
7445,47,92,yes
7446,17,64,yes
7447,8,15,yes
7448,68,64,yes
7449,23,10,yes
7450,15,7,yes
7451,89,90,yes
7452,20,63,yes
7453,21,41,yes
7454,48,33,yes
7455,25,30,yes
7456,51,21,yes
7457,83,83,yes
7458,57,87,yes
7459,91,55,yes
7460,72,68,yes
7461,59,51,yes
7462,40,70,yes
7463,76,86,yes
7464,16,79,yes
7465,29,55,yes
7466,85,59,yes
7467,19,67,yes
7468,70,87,yes
7469,41,71,yes
7470,15,85,yes
7471,14,61,yes
7472,72,99,yes
7473,55,14,yes
7474,84,68,yes
7475,24,14,yes
7476,66,6,yes
7477,30,7,yes
7478,90,7,yes
7479,19,66,yes
7480,58,99,yes
7481,76,39,yes
7482,25,29,yes
7483,68,79,yes
7484,54,29,yes
7485,46,36,yes
7486,93,1,yes
7487,62,69,yes
7488,23,69,yes
7489,64,66,yes
7490,43,6,yes
7491,70,88,yes
7492,61,1,yes
7493,77,36,yes
7494,27,3,yes
7495,72,93,yes
7496,24,82,yes
7497,95,63,yes
7498,46,50,yes
7499,92,39,yes
7500,65,46,yes
7501,36,90,yes
7502,99,62,yes
7503,72,3,yes
7504,78,25,yes
7505,43,37,yes
7506,100,28,yes
7507,29,31,yes
7508,20,33,yes
7509,3,88,yes
7510,68,88,yes
7511,72,41,yes
7512,73,78,yes
7513,47,76,yes
7514,90,77,yes
7515,16,50,yes
7516,15,48,yes
7517,5,5,no
7518,6,48,yes
7519,28,22,yes
7520,14,32,yes
7521,26,75,yes
7522,29,7,yes
7523,73,20,yes
7524,70,60,yes
7525,51,84,yes
7526,92,40,yes
7527,13,40,yes
7528,61,25,yes
7529,83,93,yes
7530,91,53,yes
7531,71,75,yes
7532,62,9,yes
7533,23,13,yes
7534,5,56,yes
7535,54,77,yes
7536,86,11,yes
7537,47,64,yes
7538,21,85,yes
7539,40,10,yes
7540,13,81,yes
7541,16,51,yes
7542,13,48,yes
7543,3,72,yes
7544,36,80,yes
7545,59,11,yes
7546,25,70,yes
7547,86,59,yes
7548,79,17,yes
7549,70,25,yes
7550,82,76,yes
7551,8,28,yes
7552,90,72,yes
7553,36,70,yes
7554,47,63,yes
7555,76,100,yes
7556,71,46,yes
7557,71,62,yes
7558,27,43,yes
7559,89,24,yes
7560,85,30,yes
7561,33,23,yes
7562,13,88,yes
7563,87,43,yes
7564,77,58,yes
7565,3,83,yes
7566,100,55,yes
7567,98,26,yes
7568,63,80,yes
7569,97,34,yes
7570,86,6,yes
7571,51,31,yes
7572,30,89,yes
7573,88,37,yes
7574,95,72,yes
7575,20,42,yes
7576,19,27,yes
7577,52,62,yes
7578,93,7,yes
7579,64,75,yes
7580,18,74,yes
7581,85,30,yes
7582,44,42,yes
7583,13,66,yes
7584,41,68,yes
7585,11,6,yes
7586,70,11,yes
7587,53,82,yes
7588,18,47,yes
7589,44,34,yes
7590,47,91,yes
7591,68,18,yes
7592,45,65,yes
7593,75,38,yes
7594,94,44,yes
7595,26,13,yes
7596,97,57,yes
7597,69,15,yes
7598,95,78,yes
7599,63,86,yes
7600,36,22,yes
7601,50,77,yes
7602,99,87,yes
7603,77,31,yes
7604,47,57,yes
7605,13,81,yes
7606,91,62,yes
7607,60,87,yes
7608,93,1,yes
7609,23,87,yes
7610,96,12,yes
7611,29,1,yes
7612,98,71,yes
7613,31,91,yes
7614,68,30,yes
7615,63,33,yes
7616,51,35,yes
7617,49,61,yes
7618,61,87,yes
7619,77,48,yes
7620,83,9,yes
7621,96,80,yes
